"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-07-17",,"87","61"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-07-18",,"80","63"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-07-19",,"74","60"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-07-20",,"79","57"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-07-21",,"80","59"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-07-22",,"77","60"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-07-23",,"68","59"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-07-24",,"75","60"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-07-25",,"81","60"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-07-26",,"82","62"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-07-27",,"85","64"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-07-28",,"88","66"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-07-29",,"95","67"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-07-30",,"93","70"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-07-31",,"84","68"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-01",,"82","64"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-02",,"82","66"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-03",,"80","65"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-04",,"73","62"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-05",,"71","60"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-06",,"72","59"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-07",,"66","62"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-08",,"66","60"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-09",,"71","60"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-10",,"64","56"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-11",,"72","58"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-12",,"72","56"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-13",,"63","56"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-14",,"68","57"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-15",,"69","58"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-16",,"71","54"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-17",,"73","59"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-18",,"78","58"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-19",,"78","61"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-20",,"81","62"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-21",,"68","60"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-22",,"72","56"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-23",,"71","56"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-24",,"75","55"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-25",,"69","57"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-26",,"68","53"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-27",,"80","53"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-28",,"75","56"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-29",,"75","60"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-30",,"72","58"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-08-31",,"73","58"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-01",,"69","60"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-02",,"71","60"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-03",,"69","57"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-04",,"75","59"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-05",,"65","58"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-06",,"62","55"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-07",,"65","54"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-08",,"68","55"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-09",,"60","53"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-10",,"71","56"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-11",,"75","54"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-12",,"79","56"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-13",,"74","58"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-14",,"64","58"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-15",,"74","58"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-16",,"64","56"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-17",,"69","55"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-18",,"73","57"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-19",,"68","57"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-20",,"66","50"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-21",,"67","51"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-22",,"74","53"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-23",,"79","53"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-24",,"65","54"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-25",,"68","51"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-26",,"64","52"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-27",,"61","47"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-28",,"59","47"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-29",,"54","45"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-09-30",,"57","44"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-01",,"53","49"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-02",,"57","44"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-03",,"58","42"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-04",,"65","45"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-05",,"66","44"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-06",,"58","47"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-07",,"61","45"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-08",,"59","45"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-09",,"61","44"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-10",,"61","46"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-11",,"56","40"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-12",,"54","38"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-13",,"56","47"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-14",,"59","51"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-15",,"60","49"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-16",,"60","53"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-17",,"60","54"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-18",,"57","50"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-19",,"58","47"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-20",,"58","51"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-21",,"57","51"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-22",,"54","49"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-23",,"53","49"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-24",,"55","42"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-25",,"50","43"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-26",,"54","45"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-27",,"53","37"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-28",,"47","39"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-29",,"47","41"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-30",,"56","46"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-10-31",,"60","46"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-01",,"54","42"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-02",,"49","44"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-03",,"56","41"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-04",,"54","39"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-05",,"58","48"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-06",,"52","44"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-07",,"46","42"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-08",,"48","43"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-09",,"54","47"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-10",,"47","43"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-11",,"49","43"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-12",,"50","41"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-13",,"47","36"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-14",,"43","35"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-15",,"50","41"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-16",,"53","44"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-17",,"53","40"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-18",,"44","39"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-19",,"53","43"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-20",,,
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-21",,"45","38"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-22",,"46","40"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-23",,"45","42"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-24",,"48","43"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-25",,"50","47"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-26",,"49","44"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-27",,"44","36"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-29",,"49","44"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-11-30",,"50","41"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-01",,"46","35"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-02",,"43","31"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-03",,"42","33"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-04",,"45","33"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-05",,"46","33"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-06",,"41","33"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-07",,"38","27"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-11",,"35","29"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-12",,"36","32"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-13",,"35","29"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-15",,"47","36"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-16",,"49","45"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-17",,"48","45"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-18",,"48","45"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-19",,"47","40"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-20",,"49","42"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-21",,"50","40"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-22",,"40","35"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-23",,"41","37"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-24",,"40","34"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-25",,"41","31"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-26",,"36","33"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-27",,"43","31"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-28",,"41","32"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-29",,"43","39"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-30",,"42","40"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2009-12-31",,"45","41"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-01",,"49","42"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-02",,"47","43"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-03",,"48","43"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-04",,"44","42"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-05",,"48","40"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-06",,"47","34"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-07",,"43","34"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-08",,"46","40"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-09",,"51","45"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-10",,"53","46"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-11",,"53","48"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-13",,"49","47"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-14",,"48","45"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-15",,"50","42"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-16",,"49","36"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-17",,"51","43"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-18",,"53","44"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-19",,"58","42"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-20",,"51","45"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-21",,"52","43"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-22",,"52","40"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-23",,"47","40"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-24",,"49","42"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-25",,"48","43"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-26",,"51","41"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-27",,"49","40"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-28",,"50","45"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-29",,"52","44"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-30",,"48","45"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-01-31",,"47","45"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-01",,"47","44"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-02",,"47","42"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-03",,"48","40"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-04",,"54","45"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-05",,"54","46"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-06",,"51","40"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-07",,"47","44"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-08",,"52","41"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-09",,"49","38"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-10",,"47","41"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-11",,"51","43"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-12",,"53","46"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-13",,"51","46"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-14",,"55","44"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-15",,"50","40"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-16",,"55","43"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-17",,"50","37"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-18",,"51","36"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-19",,"53","37"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-20",,"53","39"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-21",,"53","38"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-22",,"55","37"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-23",,"49","43"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-24",,"45","41"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-25",,"53","44"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-26",,"52","45"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-27",,"49","46"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-02-28",,"53","47"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-01",,"53","43"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-02",,"57","47"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-03",,"51","44"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-04",,"54","43"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-05",,"53","43"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-06",,"54","38"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-07",,"47","40"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-08",,"48","36"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-09",,"46","36"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-10",,"51","39"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-11",,"48","36"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-12",,"50","38"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-13",,"49","40"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-14",,"48","41"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-15",,"55","42"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-16",,"58","48"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-17",,"53","43"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-18",,"50","35"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-19",,"54","35"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-20",,"59","39"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-21",,"54","45"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-23",,"55","45"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-24",,"58","40"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-25",,"49","46"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-26",,"56","45"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-27",,"57","44"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-28",,"58","46"
"CA001108446","VANCOUVER HARBOUR CS, BC CA","49.3","-123.1167","3.0","2010-03-29",,"49","42"
